source,target,weight,sources
mariana-baraj,man-ray,1,bio
mariana-bianchini,panza,2,bio
mariana-bianchini,electroalvarez,1,bio
marilina-bertoldi,connor-questa,2,bio
marilina-bertoldi,eruca-sativa,1,bio
nicolas-bereciartua,pappo,1,bio
nicolas-bereciartua,riff,1,bio
nicolas-bereciartua,viticus,2,bio
rosario-blefari,el-mato-a-un-policia-motorizado,1,bio
rosario-blefari,los-mundos-posibles,2,bio
rosario-blefari,mi-pequena-muerte,1,bio
rosario-blefari,suarez,2,bio
rosario-blefari,sue-mon-mont,1,bio
sandra-baylac,git,1,bio
saul-blanch,rata-blanca,2,bio
saul-blanch,plus,1,bio
sherman-bertasio,sherman-y-los-crocantes,1,bio
ulises-butron,fito-paez,1,bio
ulises-butron,jose-alberto-iglesias-tanguito,1,bio
ulises-butron,la-guardia-del-fuego,2,bio
ulises-butron,luis-alberto-spinetta,1,bio
ulises-butron,maria-gabriela-epumer,1,bio
ulises-butron,metropoli,2,bio
ulises-butron,soda-stereo,2,bio
ulises-butron,maleta-de-loca,1,bio
zeta-bosio,gustavo-cerati,1,bio
zeta-bosio,soda-stereo,2,bio
zeta-bosio,shoot-the-radio,1,bio
alejandro-cambiaggi,la-mistonga,1,bio
alfredo-casero,hallibour-fiberglass-sereneiders,1,bio
andres-calamaro,309,1,bio
andres-calamaro,449,1,bio
andres-calamaro,alejandro-lerner,1,bio
andres-calamaro,ariel-rot,2,bio
andres-calamaro,charly-garcia,2,bio
andres-calamaro,fernando-samalea,2,bio
andres-calamaro,fito-paez,2,bio
andres-calamaro,gustavo-cerati,1,bio
andres-calamaro,litto-nebbia,1,bio
andres-calamaro,los-enanitos-verdes,2,bio
andres-calamaro,los-fabulosos-cadillacs,2,bio
andres-calamaro,los-rodriguez,2,bio
andres-calamaro,luca-prodan,1,bio
andres-calamaro,luis-alberto-spinetta,1,bio
andres-calamaro,richard-coleman,2,bio
andres-calamaro,soda-stereo,2,bio
andres-calamaro,carca,1,bio
andres-calamaro,coki-y-the-killer-burritos,1,bio
andres-calamaro,cuino,1,bio
andres-calamaro,fabiana-cantilo,1,bio
andres-calamaro,javier-calamaro,1,bio
andres-calamaro,estelares,1,bio
andres-calamaro,frappe,1,bio
andres-calamaro,claudio-gabis,1,bio
andres-calamaro,los-guarros,1,bio
andres-calamaro,carlos-indio-solari,1,bio
andres-calamaro,los-insectos,1,bio
andres-calamaro,cachorro-lopez,1,bio
andres-calamaro,daniel-melingo,1,bio
andres-calamaro,los-maxilares-de-peron,1,bio
andres-calamaro,man-ray,1,bio
andres-calamaro,manal,1,bio
andres-calamaro,sergio-makaroff,1,bio
andres-calamaro,la-nave,1,bio
andres-calamaro,los-perros,1,bio
andres-calamaro,pez,1,bio
andres-calamaro,los-rancheros,1,bio
andres-calamaro,raices,1,bio
andres-calamaro,beto-satragni,1,bio
andres-calamaro,coti-sorokin,1,bio
andres-calamaro,schanzenbach,1,bio
andres-calamaro,se-va-el-camello,1,bio
andres-calamaro,los-twist,1,bio
andres-calamaro,los-visitantes,1,bio
andres-calamaro,virus,1,bio
andres-calamaro,vox-dei,1,bio
andy-chango,superchango,1,bio
andy-chango,pablo-sbaraglia,1,bio
benito-cerati,gustavo-cerati,1,bio
benito-cerati,soda-stereo,1,bio
benito-cerati,zero-kill,2,bio
c4,resistencia-suburbana,1,bio
caballo-vapor,los-gatos,1,bio
cabezones,esteban-pichu-serniotti,1,bio
cabezones,catupecu-machu,1,bio
cabezones,d-i-o-n-i-s-i-o-s,1,bio
cabezones,duff,1,bio
cabezones,dum69,1,bio
cabezones,jaque-reina,1,bio
cabezones,jauria,1,bio
cabezones,quedate-asi,1,bio
cabezones,septima-ola,1,bio
cadena-perpetua,cigarro-mojado,1,bio
cadena-perpetua,hlqp,1,bio
cadena-perpetua,mal-pasar,1,bio
cadena-perpetua,pelea-de-gallos,1,bio
callejeros,casi-justicia-social,2,bio
callejeros,divididos,1,bio
callejeros,jovenes-pordioseros,1,bio
callejeros,la-renga,1,bio
callejeros,los-ratones-paranoicos,1,bio
callejeros,ojos-locos,1,bio
callejeros,viejas-locas,2,bio
callejeros,don-osvaldo,1,bio
callejeros,elio-delgado,1,bio
callejeros,leon-gieco,1,bio
callejeros,nuestra-raza,1,bio
camus,leticia-lee,1,bio
canturbe,la-caja,1,bio
capitan-tifus,la-fanfarria-del-capitan,1,bio
carajo,pez,1,bio
carca,61,1,bio
carca,daniel-melero,1,bio
carca,juanse,1,bio
carca,los-fabulosos-cadillacs,1,bio
carca,tia-newton,1,bio
carlos-cutaia,1155,1,bio
carlos-cutaia,233,1,bio
carlos-cutaia,charly-garcia,1,bio
carlos-cutaia,la-maquina-de-hacer-pajaros,1,bio
carlos-cutaia,luis-alberto-spinetta,2,bio
carlos-cutaia,memphis-la-blusera,1,bio
carlos-cutaia,pescado-rabioso,2,bio
carlos-cutaia,carola,1,bio
carlos-cutaia,ce-ce-cutaia,1,bio
carlos-cutaia,david-lebon,1,bio
carmelas,lorena-mayol,1,bio
carmen,virus,1,bio
carmina-burana,209,1,bio
carmina-burana,catupecu-machu,1,bio
carmina-burana,el-otro-yo,1,bio
carne-gaucha,los-fabulosos-cadillacs,1,bio
carne-para-cerdos,matias-kritz,1,bio
carola,ce-ce-cutaia,2,bio
carola,lila,1,bio
casco,2950,1,bio
casi-justicia-social,don-osvaldo,2,bio
catimbao,los-piojos,2,bio
catupecu-machu,cuentos-borgeanos,2,bio
catupecu-machu,fernando-ruiz-diaz,1,bio
catupecu-machu,soda-stereo,1,bio
catupecu-machu,guasones,1,bio
catupecu-machu,no-te-va-gustar,1,bio
catupecu-machu,oisin,1,bio
catupecu-machu,las-pelotas,1,bio
catupecu-machu,quedate-asi,1,bio
catupecu-machu,abril-sosa,1,bio
catupecu-machu,tan-bionica,1,bio
catupecu-machu,trujaman,1,bio
ce-ce-cutaia,la-maquina-de-hacer-pajaros,1,bio
ce-ce-cutaia,pescado-rabioso,1,bio
celeste-carballo,charly-garcia,1,bio
celeste-carballo,fito-paez,1,bio
celeste-carballo,juanse,1,bio
celeste-carballo,litto-nebbia,1,bio
celeste-carballo,los-ratones-paranoicos,1,bio
celeste-carballo,nito-mestre,2,bio
celeste-carballo,oveja-negra,2,bio
celeste-carballo,sandra-mihanovich,2,bio
celeste-carballo,lito-epumer,1,bio
celeste-carballo,federico-gil-sola,1,bio
celeste-carballo,la-guardia-del-fuego,1,bio
celeste-carballo,tweety-gonzalez,1,bio
celeste-carballo,ariel-leira,1,bio
celeste-carballo,pappos-blues,1,bio
celeste-carballo,plus,1,bio
celeste-carballo,polaris,1,bio
celeste-carballo,sandra-y-celeste,1,bio
celofan,219,1,bio
celofan,jorge-durietz,1,bio
celofan,pedro-y-pablo,1,bio
cerati-melero,daniel-melero,1,bio
cerati-melero,gustavo-cerati,1,bio
cerati-melero,gustsavo-cerati,1,bio
cerati-melero,soda-stereo,1,bio
cexxxa,1815,1,bio
cexxxa,fantasmagoria,1,bio
cexxxa,florlangosta,1,bio
cexxxa,santos-inocentes,1,bio
cexxxa,ubika,1,bio
chillan-las-bestias,7826,1,bio
cielo-razzo,leon-gieco,1,bio
cielo-razzo,los-piojos,1,bio
cielo-razzo,luis-alberto-spinetta,1,bio
cielo-razzo,diecis1e7e,1,bio
cielo-razzo,huellas,1,bio
cielo-razzo,leone-mavi,1,bio
cielo-razzo,salvese-quien-pueda,1,bio
cielo-razzo,sikarios,1,bio
cielofinal,divididos,1,bio
cielofinal,la-renga,1,bio
cienfuegos,los-fabulosos-cadillacs,1,bio
cienfuegos,mimi-maura,1,bio
cienfuegos,pez,1,bio
cigarro-mojado,626,1,bio
cinerama,divididos,1,bio
cinerama,gustavo-santaolalla,1,bio
cinerama,los-fabulosos-cadillacs,1,bio
ciro-y-los-persas,los-piojos,2,bio
ciro-y-los-persas,andres-ciro-martinez,1,bio
ciro-y-los-persas,pappo,1,bio
cirse,luciana-segovia,1,bio
cith,los-fabulosos-cadillacs,1,bio
ciudavitecos,matias-chavez-mendez,1,bio
ciudavitecos,rey-kanibal,1,bio
clap,charly-garcia,1,bio
clap,diego-frenkel,1,bio
clap,fernando-samalea,2,bio
clap,friccion,1,bio
clap,gustavo-cerati,1,bio
clap,la-portuaria,2,bio
clap,la-zimbabwe,1,bio
clap,richard-coleman,1,bio
clap,pachuco-cadaver,1,bio
club-gong,las-pelotas,1,bio
club-gong,sumo,1,bio
coki-y-the-killer-burritos,1883,1,bio
coki-y-the-killer-burritos,3660,1,bio
coki-y-the-killer-burritos,mortadela-rancia,1,bio
color-humano,david-lebon,2,bio
color-humano,edelmiro-molinari,2,bio
color-humano,luis-alberto-spinetta,1,bio
color-humano,raul-porchetto,1,bio
color-humano,rinaldo-rafanelli,2,bio
color-humano,etiopia,1,bio
color-humano,oscar-moro,1,bio
comida-china,los-twist,1,bio
companero-asma,andres-ruiz,1,bio
condena-perpetua,yesfx,2,bio
confucionistas,fulton-espina,1,bio
coral,rinaldo-rafanelli,1,bio
cosmeticos,gringui-herrera,1,bio
cosmeticos,virus,1,bio
cosmo,el-mato-a-un-policia-motorizado,1,bio
cosmo,valle-de-munecas,1,bio
crosstown-traffic,9255,1,bio
crucis,1590,1,bio
crucis,charly-garcia,1,bio
crucis,gustavo-montesano,1,bio
crucis,sui-generis,1,bio
crucis,jose-luis-fernandez,1,bio
crucis,la-maquina-de-hacer-pajaros,1,bio
crucis,merlin,1,bio
crucis,montesano,1,bio
crucis,soluna,1,bio
crucis,wet-pic-nic,1,bio
cucsifae,fun-people,1,bio
cuentos-borgeanos,abril-sosa,2,bio
cuero,247,1,bio
cundey-molen,matias-kritz,1,bio
custodios,227,1,bio
cuyoman,karamelo-santo,1,bio
cuyoman,los-coholins,1,bio
cygnus,3326,1,bio
cygnus,3518,1,bio
cymbaline,mariano-esain,1,bio
el-corte,javier-calamaro,2,bio
el-corte,emisor,1,bio
el-corte,los-guarros,1,bio
el-corte,la-sobrecarga,1,bio
ezequiel-cutaia,6127,1,bio
fabiana-cantilo,charly-garcia,2,bio
fabiana-cantilo,claudia-puyo,1,bio
fabiana-cantilo,daniel-melingo,1,bio
fabiana-cantilo,david-lebon,1,bio
fabiana-cantilo,divididos,1,bio
fabiana-cantilo,fito-paez,2,bio
fabiana-cantilo,gustavo-cerati,1,bio
fabiana-cantilo,hilda-lizarazu,1,bio
fabiana-cantilo,la-portuaria,1,bio
fabiana-cantilo,los-pericos,1,bio
fabiana-cantilo,los-perros-calientes,1,bio
fabiana-cantilo,los-twist,2,bio
fabiana-cantilo,luis-alberto-spinetta,1,bio
fabiana-cantilo,patricio-rey-y-sus-redonditos-de-ricota,2,bio
fabiana-cantilo,richard-coleman,2,bio
fabiana-cantilo,seru-giran,2,bio
fabiana-cantilo,soda-stereo,1,bio
fabiana-cantilo,sueter,2,bio
fabiana-cantilo,virus,1,bio
fabiana-cantilo,fena-della-maggiora,1,bio
fabiana-cantilo,estilo-valentino,1,bio
fabiana-cantilo,fabian-gallardo,1,bio
fabiana-cantilo,tweety-gonzalez,1,bio
fabiana-cantilo,ariel-leira,1,bio
fabiana-cantilo,los-perros,1,bio
fabiana-cantilo,proyecto-verona,1,bio
fabiana-cantilo,los-siete-delfines,1,bio
fede-cabral,la-pena-pop,2,bio
fede-cabral,las-pelotas,1,bio
fede-cabral,sancamaleon,1,bio
flavio-cianciarulo,iorio-cianciarulo,2,bio
flavio-cianciarulo,los-fabulosos-cadillacs,2,bio
flavio-cianciarulo,misterio,2,bio
flavio-cianciarulo,ricardo-iorio,1,bio
flavio-cianciarulo,de-la-tierra,1,bio
flavio-cianciarulo,minoria-activa,1,bio
gabriel-carambula,los-perros,1,bio
gabriel-carambula,ratones-paranoicos,1,bio
gabriel-carambula,estelares,1,bio
guillermo-turco-chiodi,329,1,bio
guillermo-turco-chiodi,facon,1,bio
gustavo-cerati,charly-garcia,2,bio
gustavo-cerati,daniel-melero,2,bio
gustavo-cerati,plan-v,2,bio
gustavo-cerati,soda-stereo,2,bio
gustavo-cerati,richard-coleman,1,bio
gustavo-cerati,deborah-de-corral,1,bio
gustavo-cerati,flavio-etcheto,1,bio
gustavo-cerati,friccion,1,bio
gustavo-cerati,leo-garcia,1,bio
gustavo-cerati,no-lo-soporto,1,bio
gustavo-cerati,no-te-va-gustar,1,bio
gustavo-cerati,psicovendetta,1,bio
gustavo-cerati,los-siete-delfines,1,bio
gustavo-cerati,sebastian-salvador,1,bio
gustavo-cerati,vertigo-colectivo,1,bio
gustavo-cerati,virus,1,bio
gustavo-cordera,matias-chavez-mendez,1,bio
ignacio-copani,charlie-martinez,1,bio
javier-calamaro,charly-garcia,1,bio
javier-calamaro,los-guarros,2,bio
javier-calamaro,virus,1,bio
javier-calamaro,frappe,1,bio
javier-calamaro,daniela-herrero,1,bio
javier-calamaro,parralenos,1,bio
javier-calamaro,coti-sorokin,1,bio
juan-campodonico,gustavo-santaolalla,1,bio
juan-campodonico,no-te-va-gustar,1,bio
juan-campodonico,el-peyote-asesino,1,bio
juan-campodonico,perota-chingo,1,bio
la-carga,charly-garcia,1,bio
la-chilinga,los-piojos,1,bio
la-chusma,368,1,bio
la-chusma,6108,1,bio
la-chusma,8960,1,bio
la-chusma,9615,1,bio
la-cofradia-de-la-flor-solar,jorge-pinchevsky,1,bio
la-cofradia-de-la-flor-solar,kubero-diaz,1,bio
la-cofradia-de-la-flor-solar,la-pesada-del-rocanrol,1,bio
la-cofradia-de-la-flor-solar,miguel-cantilo,1,bio
la-cofradia-de-la-flor-solar,patricio-rey-y-sus-redonditos-de-ricota,2,bio
la-cofradia-de-la-flor-solar,punch,2,bio
la-cofradia-de-la-flor-solar,diplodocum,1,bio
la-cofradia-de-la-flor-solar,carlos-indio-solari,1,bio
la-condena-de-cain,7272,1,bio
los-caballeros-de-la-quema,ivan-noble,2,bio
los-caballeros-de-la-quema,la-renga,1,bio
los-caballeros-de-la-quema,leon-gieco,1,bio
los-caballeros-de-la-quema,los-piojos,2,bio
los-caballeros-de-la-quema,pablo-guerra,2,bio
los-caballeros-de-la-quema,patricio-rey-y-sus-redonditos-de-ricota,1,bio
los-caballeros-de-la-quema,mata-violeta,1,bio
los-caballeros-de-la-quema,sendero,1,bio
los-caballeros-de-pedro-juan,don-cornelio-y-la-zona,1,bio
los-caballeros-de-pedro-juan,los-visitantes,1,bio
los-cafres,hugo-lobo,1,bio
los-cafres,la-zimbabwe-reggae-band,1,bio
los-cafres,los-fabulosos-cadillacs,1,bio
los-cafres,los-pericos,1,bio
los-cafres,luis-alberto-spinetta,1,bio
los-cafres,sergio-colombo,1,bio
los-cafres,todos-al-obelisco,1,bio
los-cafres,dread-mar-i,1,bio
los-cafres,klub,1,bio
los-cafres,el-natty-combo,1,bio
los-cafres,nonpalidece,1,bio
los-chanchos,349,1,bio
los-chanchos,david-lebon,1,bio
los-chanchos,fito-paez,1,bio
los-chanchos,pescado-rabioso,1,bio
los-cocineros,sol-pereyra,2,bio
los-cuervos,quiero-a-tu-madre,1,bio
luchi-camorra,228,1,bio
luchi-camorra,juana-la-loca,1,bio
lucho-cicioni,lucas-sedler,1,bio
marciano-cantero,los-enanitos-verdes,2,bio
maria-jose-cantilo,carlos-indio-solari,1,bio
maria-jose-cantilo,miguel-cantilo,1,bio
maria-jose-cantilo,pedro-y-pablo,1,bio
matias-chavez-mendez,no-te-va-gustar,1,bio
matias-chavez-mendez,nuca,1,bio
matias-chavez-mendez,sancamaleon,1,bio
matias-chavez-mendez,shambala,1,bio
matias-chavez-mendez,socio,1,bio
matias-chavez-mendez,yicos,1,bio
maximiliano-calvo,16304,1,bio
maximiliano-calvo,litto-nebbia,1,bio
miguel-cantilo,la-sangre,2,bio
miguel-cantilo,pedro-y-pablo,2,bio
miguel-cantilo,punch,2,bio
miguel-cantilo,kubero-diaz,1,bio
miguel-cantilo,ivan-y-gustavo,1,bio
miguel-cantilo,claudia-puyo,1,bio
miguel-cantilo,piero,1,bio
miguel-cantilo,la-trifasica,1,bio
nico-cota,341,1,bio
nico-cota,illya-kuryaki-and-the-valderramas,1,bio
nico-cota,luis-alberto-spinetta,1,bio
nicolas-carou,fito-paez,1,bio
pipo-cipolatti,charly-garcia,1,bio
pipo-cipolatti,daniel-melingo,1,bio
pipo-cipolatti,los-twist,2,bio
richard-coleman,charly-garcia,2,bio
richard-coleman,friccion,2,bio
richard-coleman,los-siete-delfines,2,bio
richard-coleman,metropoli,2,bio
richard-coleman,soda-stereo,2,bio
richard-coleman,braulio-daguirre,1,bio
richard-coleman,los-encargados,1,bio
richard-coleman,maria-gabriela-epumer,1,bio
richard-coleman,volador-g,1,bio
ruben-castagnolo,4555,1,bio
sergio-chotsourian,los-natas,1,bio
willy-crook,daniel-melingo,1,bio
willy-crook,deborah-dixon,1,bio
willy-crook,lions-in-love,2,bio
willy-crook,miguel-zavaleta,1,bio
willy-crook,patricio-rey-y-sus-redonditos-de-ricota,2,bio
willy-crook,sumo,1,bio
alejandro-del-prado,litto-nebbia,2,bio
alejandro-del-prado,saloma,1,bio
alejandro-delbono,9271,1,bio
braulio-daguirre,1349,1,bio
braulio-daguirre,1356,1,bio
braulio-daguirre,311,1,bio
braulio-daguirre,los-siete-delfines,2,bio
johanna-brijow-dragone,natural-cocaleros,1,bio
carlos-daniel,alejandro-lerner,1,bio
carlos-daniel,leon-gieco,1,bio
carlos-daniel,litto-nebbia,1,bio
carlos-daniel,raul-porchetto,1,bio
charlie-desidney,la-pena-pop,1,bio
d-mente,leon-gieco,2,bio
d-mente,de-la-tierra,1,bio
d-mente,andres-gimenez,1,bio
d-i-o-n-i-s-i-o-s,el-otro-yo,1,bio
d-i-o-n-i-s-i-o-s,massacre,1,bio
dancing-mood,gerardo-toto-rotblat,2,bio
dancing-mood,hugo-lobo,1,bio
dancing-mood,el-natty-combo,1,bio
dancing-mood,viejas-locas,1,bio
daniela,el-jardin-de-la-esquina,1,bio
ddt,320,1,bio
ddt,demonios-de-tasmania,1,bio
de-la-tierra,61,1,bio
de-la-tierra,andres-gimenez,1,bio
de-la-tierra,los-fabulosos-cadillacs,1,bio
deborah-de-corral,imperfectos,1,bio
deborah-de-corral,plum,1,bio
deborah-de-corral,soda-stereo,1,bio
demente-caracol,sui-generis,1,bio
demonios-de-tasmania,daniel-melingo,1,bio
desague-varela,la-portuaria,1,bio
desague-varela,palo-pandolfo,1,bio
desague-varela,turf,1,bio
desde-aca,336,1,bio
desinhibidos,17411,1,bio
desinhibidos,8960,1,bio
devenir,mario-ian,2,bio
devenir,rata-blanca,1,bio
dfolk,los-ratones-paranoicos,1,bio
dia-d,253,1,bio
diga-33,materia-gris,1,bio
dios-los-cria,tweety-gonzalez,1,bio
diplodocum,patricio-rey-y-sus-redonditos-de-ricota,2,bio
divididos,federico-gil-sola,2,bio
divididos,gustavo-santaolalla,1,bio
divididos,la-renga,1,bio
divididos,la-sobrecarga,2,bio
divididos,las-pelotas,2,bio
divididos,leon-gieco,2,bio
divididos,los-piojos,1,bio
divididos,luca-prodan,1,bio
divididos,mam,2,bio
divididos,monos-con-navajas,1,bio
divididos,sumo,2,bio
divididos,todos-tus-muertos,2,bio
divididos,erica-garcia,1,bio
divididos,gran-martell,1,bio
divididos,guasones,1,bio
divididos,hurlingham-reggae-band,1,bio
divididos,liliana-herrero,1,bio
divididos,il-phantasmo,1,bio
divididos,karma-sudaca,1,bio
divididos,mata-violeta,1,bio
divididos,minimo,1,bio
divididos,pappo,1,bio
divididos,parralenos,1,bio
divididos,pelvis,1,bio
divididos,sometidos-por-morgan,1,bio
divididos,las-vacas-sagradas,1,bio
divididos,vetamadre,1,bio
don-adams,393,1,bio
don-adams,los-ratones-paranoicos,1,bio
don-adams,los-heladeros-del-tiempo,1,bio
don-cornelio-y-la-zona,los-visitantes,2,bio
don-cornelio-y-la-zona,palo-pandolfo,1,bio
don-cornelio-y-la-zona,shh,1,bio
don-vilanova,lucas-sedler,1,bio
doris,11554,1,bio
doris,onda-vaga,1,bio
dr-rock,dulces-16,1,bio
dr-rock,memphis-la-blusera,1,bio
dr-rock,patricio-rey-y-sus-redonditos-de-ricota,1,bio
dr-rock,sumo,1,bio
dr-rock,v8,1,bio
dr-rock,marcelo-roascio,1,bio
dread-negast,negusa-negast,1,bio
duff,2969,1,bio
duff,3315,1,bio
duff,405,1,bio
dulces-16,gabriel-conejo-jolivet,2,bio
dulces-16,pappo,1,bio
duna,los-abejorros,1,bio
durazno-de-gala,memphis-la-blusera,1,bio
durazno-de-gala,pappos-blues,1,bio
durazno-de-gala,daniel-yalo-lopez,1,bio
durban-poison,15387,1,bio
el-dependiente,2035,1,bio
el-dependiente,los-latigos,1,bio
el-dependiente,marcelo-zeoli,1,bio
el-dorado,la-kgb,1,bio
el-dragon,chycle,1,bio
el-dragon,hermetica,1,bio
emilio-del-guercio,edelmiro-molinari,1,bio
emilio-del-guercio,eduardo-rogatti,2,bio
emilio-del-guercio,la-electrica-rioplatense,2,bio
emilio-del-guercio,spinetta-jade,2,bio
emilio-del-guercio,luis-alberto-spinetta,1,bio
fena-della-maggiora,charly-garcia,1,bio
fena-della-maggiora,fito-paez,1,bio
fena-della-maggiora,fontova-trio,1,bio
fena-della-maggiora,sueter,1,bio
fena-della-maggiora,horacio-fontova,1,bio
isabel-de-sebastian,metropoli,1,bio
jorge-durietz,pedro-y-pablo,2,bio
jorge-durietz,melimelum,1,bio
julian-desbats,los-rusos-hijos-de-puta,1,bio
kubero-diaz,la-pesada-del-rocanrol,1,bio
kubero-diaz,jorge-senno,1,bio
la-doble-traccion,2143,1,bio
la-doble-traccion,360,1,bio
lalo-de-los-santos,fito-paez,1,bio
lalo-de-los-santos,jorge-fandermole,2,bio
lalo-de-los-santos,litto-nebbia,1,bio
lalo-de-los-santos,los-gatos,1,bio
lalo-de-los-santos,manal,1,bio
lalo-de-los-santos,pablo-el-enterrador,1,bio
lalo-de-los-santos,rosarinos,2,bio
lalo-de-los-santos,ruben-goldin,1,bio
lalo-de-los-santos,silvina-garre,1,bio
los-desconocidos-de-siempre,alejandro-lerner,2,bio
los-desconocidos-de-siempre,los-gatos,1,bio
los-desconocidos-de-siempre,maria-rosa-yorio,2,bio
los-desconocidos-de-siempre,nito-mestre,2,bio
los-desconocidos-de-siempre,sui-generis,1,bio
los-dukes,los-pick-ups,1,bio
los-dukes,tanguito,1,bio
los-dukes,jose-alberto-iglesias-tanguito,1,bio
marcelo-chelo-delgado,9349,1,bio
marcelo-chelo-delgado,la-zimbabwe,2,bio
mavi-diaz,los-twist,1,bio
mavi-diaz,viuda-e-hijas-de-roque-enrol,1,bio
miguel-chucky-de-ipola,los-piojos,2,bio
pablo-dacal,la-orquesta-de-salon,1,bio
pablo-dacal,the-killer-burritos,1,bio
pablo-dacal,viajantes,2,bio
pablo-di-nardo,mi-amigo-invencible,1,bio
sebastian-defranchesco,5006,1,bio
sergio-dawi,patricio-rey-y-sus-redonditos-de-ricota,1,bio
walter-dominguez,5707,1,bio
eco,3108,1,bio
einstein,1658,1,bio
einstein,los-visitantes,1,bio
el-mato-a-un-policia-motorizado,santiago-motorizado,1,bio
el-mato-a-un-policia-motorizado,nino-elefante,1,bio
elale,sr-tomate,1,bio
electrohope,javier-malosetti,1,bio
electron,juana-la-loca,1,bio
elektromanos,2536,1,bio
elektromanos,las-manos-de-filippi,1,bio
ella-es-tan-cargosa,los-tipitos,1,bio
ella-es-tan-cargosa,no-te-va-gustar,1,bio
ella-es-tan-cargosa,hijos-de-babel,1,bio
emisor,la-forma,1,bio
emisor,resonantes,1,bio
emisor,victoria-mil,1,bio
emme,lito-vitale,1,bio
emme,lucas-marti,1,bio
encuentro,915,1,bio
endlrg,perras-on-the-beach,1,bio
endlrg,usted-senalemelo,1,bio
engranaje,osvaldo-bocon-frascino,1,bio
engranaje,pappo,1,bio
engranaje,marcelo-roascio,1,bio
entre-rios,6357,1,bio
epumer-machi-judurcha,machi-rufino,1,bio
eruca-sativa,david-lebon,1,bio
eruca-sativa,fito-paez,1,bio
eruca-sativa,minimo,1,bio
eruca-sativa,octafonic,1,bio
eruca-sativa,barbi-recanati,1,bio
escocia,lethal,1,bio
escocia,riff,1,bio
escocia,rata-blanca,1,bio
espias,242,1,bio
espias,450,1,bio
espias,los-fabulosos-cadillacs,1,bio
espiritu,la-pesada-del-rocanrol,1,bio
espiritu,raul-porchetto,1,bio
espiritu,sui-generis,1,bio
espiritu,vox-dei,2,bio
espiritu,ciro-fogliatta,1,bio
espiritu,david-lebon,1,bio
estelares,fernando-samalea,1,bio
estelares,hilda-lizarazu,1,bio
estelares,los-pericos,1,bio
estelares,vito-martino-y-los-inolvidables,1,bio
estilo-valentino,2016,1,bio
euroshima,leo-garcia,1,bio
extra,valerio-rinaldi,1,bio
eyelites,la-torre,1,bio
ezquiaga-jalfin,rosal,1,bio
flavio-etcheto,daniel-melero,1,bio
flavio-etcheto,isla-de-los-estados,2,bio
flavio-etcheto,soda-stereo,1,bio
jorge-elena,618,1,bio
la-electrica-rioplatense,spinetta-jade,1,bio
lito-epumer,luis-alberto-spinetta,1,bio
lito-epumer,machi-rufino,1,bio
lito-epumer,madre-atomica,1,bio
lito-epumer,maria-gabriela-epumer,1,bio
lito-epumer,mono-fontana,1,bio
lito-epumer,raul-porchetto,1,bio
lito-epumer,ruben-rada,1,bio
lito-epumer,seleste,1,bio
lito-epumer,spinetta-jade,1,bio
lito-epumer,juan-carlos-mono-fontana,1,bio
los-enanitos-verdes,felipe-staiti,1,bio
los-enanitos-verdes,martes-13,1,bio
los-enanitos-verdes,coti-sorokin,1,bio
los-enanitos-verdes,vilma-palma-e-vampiros,1,bio
los-encargados,daniel-melero,2,bio
los-encargados,friccion,1,bio
los-encargados,metropoli,1,bio
los-encargados,riff,1,bio
los-espiritus,2-minutos,1,bio
los-espiritus,maxi-prietto,1,bio
marcelo-ezquiaga,mi-tortuga-montreux,2,bio
maria-gabriela-epumer,charly-garcia,1,bio
maria-gabriela-epumer,maleta-de-loca,1,bio
maria-gabriela-epumer,viuda-e-hijas-de-roque-enrol,1,bio
maria-gabriela-epumer,rouge,1,bio
maria-gabriela-epumer,fernando-samalea,1,bio
maria-gabriela-epumer,los-tancredos,1,bio
maria-gabriela-epumer,vertigo-colectivo,1,bio
maria-gabriela-epumer,viuda-e-hijas-de-roque-enroll,1,bio
mariano-manza-esain,flopa-manza-minimal,2,bio
mariano-manza-esain,menos-que-cero,1,bio
mariano-manza-esain,valle-de-munecas,2,bio
martin-elizalde,falsos-profetas,1,bio
martin-esteves,12425,1,bio
martin-esteves,2d3,1,bio
miguel-angel-erausquin,pastoral,2,bio
ricky-espinosa,flema,2,bio
ciro-fogliatta,litto-nebbia,1,bio
ciro-fogliatta,los-gatos,2,bio
ciro-fogliatta,los-gatos-salvajes,2,bio
ciro-fogliatta,polifemo,2,bio
ciro-fogliatta,sacramento,2,bio
ciro-fogliatta,jose-alberto-iglesias-tanguito,1,bio
diego-frenkel,la-portuaria,2,bio
diego-frenkel,proyecto-verona,1,bio
facon,turco-chiodi,1,bio
fantasia,leon-gieco,1,bio
fantasia,git,1,bio
fantasmagoria,fun-people,2,bio
fantasmagoria,gori,2,bio
fantasmagoria,sebastian-volco,1,bio
farenheit,litto-nebbia,1,bio
fattoruso-rada,180,1,bio
fattoruso-rada,ruben-rada,1,bio
fede-kempff-y-tarantinos,19155,1,bio
fernandez-4,nicolas-sorin,1,bio
fisura2,la-renga,1,bio
flema,4787,1,bio
flema,kapanga,1,bio
flema,ricky-espinoza,1,bio
flema,mal-pasar,1,bio
flema,topos,1,bio
flopa-manza-minimal,ariel-minimal,2,bio
flopa-manza-minimal,flopa-lestani,2,bio
flor,gustavo-santaolalla,1,bio
flor,sumo,1,bio
